sampleID	factor_1	factor_2	factor_3	factor_4	factor_5	factor_6	factor_7	factor_8	factor_9	factor_10	factor_11	factor_12	factor_13	factor_14	factor_15	factor_16	factor_17	factor_18	factor_19	factor_20	factor_21	factor_22	factor_23	factor_24	factor_25	factor_26	factor_27	factor_28	factor_29	factor_30	factor_31	factor_32	factor_33	factor_34	factor_35	factor_36	factor_37	factor_38	factor_39	factor_40	factor_41	factor_42	factor_43	factor_44	factor_45	factor_46	factor_47	factor_48	factor_49	factor_50	factor_51	factor_52	factor_53	factor_54	factor_55	factor_56	factor_57	factor_58	factor_59	factor_60	factor_61	factor_62	factor_63	factor_64	factor_65	factor_66	factor_67	factor_68	factor_69	factor_70	factor_71	factor_72	factor_73	factor_74	factor_75	factor_76	factor_77	factor_78	factor_79	factor_80	factor_81	factor_82	factor_83	factor_84	factor_85	factor_86	factor_87	factor_88	factor_89	factor_90	factor_91	factor_92	factor_93	factor_94	factor_95	factor_96	factor_97	factor_98	factor_99	factor_100
HG00132	109.136283367117	26.3431242632013	4.23360646779963	1.79501349631683	-15.0404043903549	-47.8325593249298	14.6935623004125	74.0970134849764	-137.28458518986	-58.0295037936807	84.7045818425713	-17.4663582956873	-100.711699736538	-117.243241166856	-70.0778654139704	102.910632599861	-53.371714863708	30.4001212475778	-35.3906398985743	34.3919097713222	35.6304891606054	-34.4484621869186	-30.1663626705974	-83.6649003082465	-68.9959641710077	-15.9916582802211	-102.374866862442	45.906426097853	24.7447848052485	84.1551408208143	-67.0767734343793	-63.1681280560592	-59.8487633590024	66.6525075811182	33.2807728988913	-53.7413427527431	112.99612340668	-99.1212196295116	57.7715357951701	36.0113091326869	-111.420843947865	40.3339134964494	-101.284875370842	-82.5160247730175	71.0623401231275	-56.9877272015501	54.8209621488887	-41.7981594435655	43.2107368026023	-31.7689272868363	-6.96588229744656	59.0153391199834	53.899571658676	47.2349761906331	-40.7196466237331	-80.2231696905629	67.8192714305996	-57.2192882603889	90.9411532001458	-73.4569519465233	89.7654979163146	40.7736505556792	87.5926314086693	56.7126004823899	34.2401972562952	26.7930132482562	-63.4294715598889	-29.88521823549	-63.779992977661	107.680567041975	-57.2237323811198	63.4214111357609	-23.4737860287829	-8.66365169670977	-23.263426729001	123.891237923648	-61.1251551571003	22.3892299367888	55.7262356057924	-77.0611662887863	-51.9302307747573	-65.3221378195123	-56.2885011654963	-30.4553883784219	59.903553822116	-49.5913307779565	94.1221188457209	-4.9165010491476	-54.0911919501102	-0.222826426287678	-11.3150819284367	-67.6624163292739	-8.61869373780742	-42.7937764795161	-44.1847144544304	51.7519174107857	85.2170730909165	-58.642066367262	82.5403514788447	24.0655788915217
HG00133	133.328456630796	37.6918236143266	10.8831608627901	-84.5044051515882	-16.0272091101581	-1.7342913657336	21.6681795023045	68.6357904139995	-98.9991999376307	-43.3981983596988	62.1098568975113	-93.8071057367617	-69.6976733869789	-30.2929551520615	-95.6011888279561	104.446901064499	-80.9935983994625	39.1883821546943	-93.0043253772695	7.46289692797163	28.6298976840868	-27.7148787245952	-47.0284304007429	-61.0323852161108	-90.9382621931966	38.7682676127565	-66.2339916948942	77.3420257560946	10.8297183968526	126.558809318216	-81.237899944154	23.2446850940569	-72.0396494456626	4.06005486417498	27.6366007827866	-41.2377833612341	104.205109492129	-118.892598552406	28.6647264655347	8.33497241044656	-54.7108477376596	47.0437785794626	-93.2336819457992	-15.5802566064177	97.3318609265816	-1.6201660980338	36.6442140015764	11.4097262608392	34.1012224046073	-30.6433509604828	-2.08036543726051	89.0523179904995	26.8951971299782	0.949883925995145	63.4019407037433	-102.088893692387	78.9004004083352	-15.3242221850973	2.87853826017729	-64.4320132345258	17.1567441787608	37.2957620965407	94.8072985392556	103.546671713886	-46.0209178435563	-4.26084630697491	-6.10761214913282	-67.7499356394525	-77.2276753799676	111.606055454761	-38.8107306946795	23.3207938570958	-23.0597325736675	0.0828401624314754	23.0697521366924	50.1520025643372	-95.7066646798831	41.8907569797256	12.2768589519996	-61.9904696392846	20.4734016004907	-67.6998333307203	-35.1786889352908	-36.1729759190416	45.5005138964522	-59.0164528110696	71.3172972098257	19.7764361374886	-33.4509033896066	16.2360463803002	44.086927288722	28.9223990267226	-56.882141138655	-28.3064379489894	16.8731697921077	44.4990857427537	3.593619259257	-42.4203722003604	-21.6985882667786	30.7467625686881
HG00136	107.917405401167	40.7234429938307	-37.1686398291376	-27.0846246722719	5.01650723174903	-73.1334197069097	48.4609605588368	57.4695338315242	-84.702932808055	-41.6921155961141	56.3900067173758	-25.5230383512075	-84.1257517895843	-48.1544099524619	-87.8579224580015	123.606638418535	-69.2799312584726	33.2371471453043	-134.630577240823	117.135782077227	-38.8948167060638	-6.01530640878281	-13.6782543764269	-102.78144658652	-62.4076915327371	76.7962194232352	-104.668972868131	110.392933041636	86.108403975074	123.78542796614	-75.8248236182784	51.9458214725276	-101.277363726488	27.6952641699669	69.3880402899467	-115.024855122811	3.81707713180627	-105.898096803391	35.8992956341397	11.9016425170467	-60.1540471430514	75.9389361481078	-58.1005828186221	-109.287399054635	73.5494832891491	-22.4448881151645	59.4312493137246	30.5249991497761	48.5867154531179	-0.176943128531299	-31.4861201024045	112.542697195184	69.4480369679499	86.0880886486374	-84.602433599289	-97.1449074371854	81.9084225178024	-58.318456198969	50.8523423131708	-57.6165193778467	78.3637093043573	84.5563598258408	52.1977613705851	40.8122818378667	34.4418752125722	2.75765252557915	-63.7485975383552	-63.005783120632	-64.3451507365753	107.092228706942	-65.1915045548664	84.4843502902068	-27.1596812351871	-9.7083864196767	-69.3656503779813	105.656229847069	-83.8385477251605	23.4745855299983	69.7777203185452	-95.4652023790832	1.51588148358807	-56.6784711358434	-21.0828993498805	-69.9214635414254	78.8376449056367	-55.2176391795016	78.2593878804701	-12.0122624794781	-17.5254326549203	0.554517615621835	7.21312403702183	16.8399530557302	55.3053973045357	-43.2134860822591	-83.1932780914009	51.8581407573924	-42.7608404406395	-63.2458485745774	52.0669527057345	33.0720398330982
HG00137	120.136221110568	16.5481673308	-116.601181840866	2.44184496670262	0.478766429424319	-38.8386982992725	66.0283210466482	54.177050517901	-112.673631441625	-41.0822054690999	56.3673752521231	-42.0397599726006	-55.665717689632	-44.3846796658882	-87.7893534609628	135.075320974158	-45.7126834359203	54.621038864969	-137.80100274918	69.7476755055019	25.3640096916485	24.8525336659797	-61.9926861764399	-91.3306070342867	-70.8671299209639	-42.8054802424403	-86.8519791840997	87.2647258953163	98.5180800618228	11.1337471712926	-21.409753314975	-93.695723813262	-110.199895317433	34.7270090152794	52.1685869518962	-104.130537969328	62.5567743739898	-74.7430550526154	54.1497172349576	36.508125611009	-68.1783589507032	-68.3230133395356	-87.0311421172896	-92.9347541182939	59.2142526470382	-40.4379631325975	-16.954888104059	39.1676503538911	-20.4041459901061	-28.0869762654469	12.4929579809215	35.4190959081744	43.6292365391336	116.987861641475	-104.618831060474	-123.511913059626	100.176340940134	-56.8793757777902	39.5933533744543	-69.0488500050175	-86.1920837143813	24.4797930940215	80.3063470870424	-12.4627846458271	-23.465169138464	-28.1077623981906	30.6482695642166	-38.9009739130396	-50.2245681380907	80.7535829801555	-56.1185975748573	30.5190207022591	-29.178321308279	-50.8195222199173	3.52987944588885	64.1491730950189	-44.2381608465174	-18.5675971291612	54.1280811168869	-80.9371557813761	85.3014404290149	-30.5453646989757	-21.2678189966046	-81.8570548664096	-7.10177336495342	-69.8101681632247	82.9397869484986	-16.8862947446718	-38.4927155761459	-10.6609853728736	84.9096002560902	-109.248042426249	58.1050780939431	-52.6872170803308	-91.1082218186592	57.1668075319492	1.39681927056523	-57.958680634145	-40.1278417045162	8.36767224557709
HG00138	72.7542566119988	48.0194542092007	-31.9815060036193	66.9527023942555	20.0092937414896	30.082371590957	-3.38452224158482	60.2417416853873	-50.1881025566306	-40.0590435328999	75.0810774533975	43.7903800061284	-52.3120337703091	-102.135456697997	-114.067101464225	106.697549736406	-67.584768550645	26.2589423174366	-109.683336556958	55.5979095298313	64.9848853286006	-18.7526884722273	-32.491672119135	-72.2945331884855	-61.0623637090102	-59.000907567527	-100.149186033503	32.198683312276	45.6370673626717	104.736354112871	-28.894766840782	-117.803908214579	-73.8916591826942	-20.0911203894487	125.083405130285	-96.9947206733632	54.6201026287576	-119.600112734455	51.9568117079229	-14.7236715567788	-91.816737496438	59.0254828728049	-109.05090617539	-35.2930914562729	37.1836050401429	-90.4564243573253	101.298870077493	-2.31632839010074	-18.2094439196573	-21.3942498516973	27.6729637673327	32.8147283372575	49.8037038173126	12.1231539480544	-43.0106992743594	-86.9537895404494	72.7302228246	-114.623498044729	57.9105951760289	-69.1444080937881	-22.4240049518339	117.768116596679	51.948884933054	116.377769556587	-4.99846336022361	-26.8258747763289	-0.545387690954097	-83.8135183109599	-61.4240300105219	71.2801256698891	-12.1121521758515	32.0492969662858	-38.416323349517	-69.9692438545797	-39.8513931309208	142.57070025575	-110.810686519206	-52.4347415021671	118.24695125904	-65.4368291838996	11.2719795601736	-75.1444298132348	-20.8287030846879	-64.6358014668524	107.866186211541	-54.3362925419673	41.3176616453256	-0.609383984023363	-47.2546519223178	-8.40431329166464	-40.3468431633949	-3.02468680998804	5.6653195034703	-56.1829752289466	-144.922079859754	65.3430523724054	8.88921109292249	-68.1065313724484	61.7679630190246	17.0481942801976
HG00139	70.4459384094567	30.8360167593123	-8.4412498023651	-58.6906909599253	6.58649621228529	-77.8381776831406	-46.0782852013649	59.7591549772472	-59.1727350448313	-37.7072062461492	94.4105375472967	-119.3095685166	-101.813124059518	-102.170642032972	-110.727017301064	122.684886959927	-60.4999929590657	73.434441152307	-165.229961730076	-5.5921492970817	4.0382067539199	-46.8891642911507	-45.7149198140101	-19.993906023489	-92.3896578959943	55.4724360824527	-119.268922460748	9.15725267922622	83.3894461416848	14.9692860910033	-84.6708586427967	-39.0605933852705	-83.6780674629582	54.611726123201	21.6269296635871	-96.7354414599877	78.1177492619554	-100.151551711956	16.1501140100778	25.8602444134923	-38.7352532511438	91.3910606047164	-102.753076264404	-47.1453826000958	99.3599971489573	-18.3057431497789	68.5424513771044	-12.4089946382226	54.6217296614341	-3.54920174104766	-19.0829884414091	55.6369424048993	-5.59132529464461	82.9006225784477	12.1731526889823	-112.912384730316	95.4323972647578	-68.5923967155647	78.8283414896249	-62.0827497259396	76.4545417040685	89.5258773475076	67.712156048171	85.4083152021533	-30.860397051678	-5.56367417621591	18.3519943891816	-42.8795819698131	-56.7309909756108	136.906269744177	-55.2815650114423	-20.8445223307935	-24.3272647245726	-37.1071998728597	-5.43725719561184	119.22806049206	-63.1037297511364	-24.4763242288207	-0.413301017498412	-80.7909510582656	26.6315024161149	-70.793354799437	-30.108132236133	-52.4340409239071	15.8776688507463	-64.4049992576336	44.8697865096104	-3.74304394378534	-56.9373245812857	-1.10289285669228	20.5685683963063	-51.0027586478081	-6.74014096792575	-55.7352209853282	-39.3724184108786	55.287608240848	80.6386660524668	-92.6819307736714	-67.7685859166311	32.1622794956879
HG00141	82.3185390450406	44.4017627093771	-33.9631296802214	-8.95864288762583	-68.7099944558335	-66.5269773032321	-58.7353900994494	64.0711223495022	-102.746722184733	-27.9128956910978	43.8321018150185	-60.0494949833436	-66.0357037023297	-51.2861624529591	-110.68106225959	99.4006353374945	-51.2664209133471	8.64070612590913	-75.4992253343943	119.003043225476	68.5033848667625	65.1855245226543	-59.6696697836945	-137.68401525735	-78.1233838698061	40.313815616766	-87.2057807254228	-12.0774240112439	58.2286731237533	145.227784410991	-73.702588130772	-23.6007989775047	-74.4229623595332	45.2506373313419	104.695906374736	-98.6636779504453	129.022461783303	-100.704699159903	24.3241438018785	-32.8699302968272	-44.8505443574351	43.9974938168265	-95.7108826975592	-32.6013345609729	87.4225040441254	-18.8760360083079	-37.4848530816128	56.7581070645656	47.7089498117517	-30.0459405652199	-19.7178884561556	12.2944511262435	92.5862818506651	54.1281320176012	-27.5674725016631	64.0064509136212	54.368016990518	-81.180547636945	112.766146072069	-62.5165456367548	27.7673369792902	135.859450932456	40.9297420067824	16.8095343905455	26.5679063854266	40.6275968316846	-8.84364461706925	-50.1148894583729	-49.3260579804261	51.4885210082579	-51.27662587328	85.2699548545535	-26.5574038305764	-21.717817376859	-47.4235756203717	118.105090298264	-66.5891433014072	-42.4042732436499	25.5482564929464	-43.0404532199129	38.4139542233291	-69.7822283720811	-50.4866641386701	-24.6913517890573	91.9442164425716	-39.7696968858839	59.1070973478614	-4.78100092762812	-57.3913704718897	-7.65641126068066	7.22075961203794	-83.7544945256366	6.03621182272729	-43.2144462513448	-6.3502197660673	57.8695713967735	24.9286892253465	-64.5546078462743	-1.48180184382296	55.3678085015397
HG00142	125.825505459955	46.2018440571064	17.1716550461554	16.6980235222802	-7.48422687471165	-12.1645243584524	-41.4988983493256	68.1946018936476	-63.0745670554347	-45.4568113403931	80.2736151901799	29.6485552884925	-115.184410983502	-151.963870297461	-129.830091164341	85.5697063578388	-52.7499605152566	40.8046209285861	-124.290560647006	79.3201490478359	28.6747193554424	-2.62803141508157	-26.0082733499248	-15.8169804569145	-83.5375113356876	7.61565710666808	-107.152857322494	96.1094642052727	36.0431352589438	84.7335972744549	-49.4348663243326	-54.8234249968513	-19.6691896190998	61.4829084077853	89.6601503368656	-120.206434318964	84.0539108208748	-81.1686891437425	20.613313762818	3.29253602392968	-80.5568833276531	15.2335421783942	-96.9853790267193	-66.5912618308401	130.406599050663	6.82232384479299	74.9926532413052	-46.1126582641051	45.2993464688569	-20.064799079553	-41.9115028572914	68.2466697211522	48.6686173133472	52.6086768406203	-46.2422690102002	-119.169144915068	69.4350071558827	-36.7538960219715	52.8497760786884	-72.8700117704024	7.31902916445441	46.2992959756147	-7.89964162115402	123.009823124833	39.3671408641008	44.5882050905008	19.1962824083323	-50.6194466167452	-54.9943783724008	159.696963889961	-61.2597979610911	144.044992489196	-29.1483574442333	-38.4477583200925	-26.1922346771237	41.5811915817631	-60.9686394291324	-109.585266778404	132.753819337663	-10.1588918742325	-38.4468860045694	-58.6307757630433	-27.2643598077722	-72.1775989698524	55.8920486370297	-78.6277402719918	69.9091696721568	-4.96318059693659	-119.930825092631	-6.56647159015928	4.90305784467649	-30.9881021513775	20.5667177473422	-10.7173606638374	-70.1074751239798	56.0145368252054	-45.693089959891	-36.8556091858864	-5.86770581769411	-1.78424534275868
HG00143	76.9316282070527	29.2201401391475	-37.1932999648594	-48.7943168303991	-59.1677963456552	-19.8080429752404	-32.7218041709387	60.6921826278268	-79.8144044467927	-58.8820523705312	79.453200636463	-43.1116748773863	-47.9786180393867	-42.2687844563379	-52.9830625974775	103.091492985152	-61.6772847774418	42.9810513869714	-88.7230194512049	25.3085160898893	32.2441243217778	-48.0689624467756	-97.5877590670283	-69.1209913199896	-81.030745618159	34.7179603485314	-98.4274786447453	76.9952562539142	137.209839786864	92.024895030608	-76.7812305973257	-64.3634522302263	-36.2338104269374	-37.123763855554	97.4100733242686	-106.309767890481	82.8440563334956	-68.9215686899256	56.7581640962773	18.7987688765546	-36.4798080742532	-54.1136295965629	-81.8986070405479	48.5606185574513	97.3886110278299	17.6406581209412	25.5588891110348	51.3065185601335	-14.5561858329558	-31.2583427585149	-14.1880158820576	99.8586342023317	30.5693388591081	-15.7028743591698	-63.870664546583	-122.285814875771	78.8142232664496	-23.4435225448633	65.0759049048234	-70.2913498897097	-11.8962194750783	97.8776049445381	21.2671305818173	78.524890997824	-20.1269400133435	29.3347282923191	5.37294227756874	-108.848152129157	-50.5265258440401	55.7390925146218	-44.7075140516349	120.324532746464	-44.8166815326202	59.6470468955538	-31.3144919745266	47.5270119504094	-74.3050156237036	-53.0851372337639	149.783329464022	-104.940339864774	36.1467470268948	-47.1426424425225	-52.380089944602	-83.3082526335672	26.5018820695097	-46.5747864145954	98.9182086981059	-29.4859108244309	-65.4005822944161	6.17049144380338	76.841714999301	-42.6829222117038	4.17971446684564	-57.4440305349031	-101.588126747391	25.3922644210664	-96.6912406925027	-52.3898571322683	62.6962612053381	29.6325766084515
HG00145	117.954662209568	48.114367002053	-55.3392881979034	31.4404319401716	7.82987407574148	-14.5297754461692	-44.5368218346671	73.8656647033526	-87.4208371461205	-33.4695029576385	70.0143091762076	-80.496384684454	-112.884800514628	-102.018414934565	-90.0393625579074	118.501282410289	-81.4534687478636	32.9250416362431	-99.163988096388	38.0498635450056	-15.0469154038141	-22.7355821163147	4.9709222630442	-59.1687465895697	-48.6458927236521	-48.7873869620659	-76.4195054962685	34.947335327615	-19.9800722029597	48.044176044725	-32.3101335357656	52.156676003839	-60.5201108801714	-23.7582011483257	42.8540141217558	-75.6881527267987	105.190607276142	-103.368163507744	54.6752065254091	-12.4976163268126	-137.062969114398	95.4489180218464	-104.831153618727	-33.2291487254444	77.2331980062407	-90.44919578172	15.0960099680226	-5.29067375487199	87.3784699980596	-3.84436389017647	-23.0768216829716	97.456002181741	38.2802452477712	-3.75413106383645	-50.1319569755095	-126.097576746512	87.2752071821788	-92.9767553661787	99.1712155852088	-40.4769791158761	-33.4337679202934	112.156766260199	69.1586787565606	99.3752593999498	25.4129702793874	27.5953163695557	-32.7513647954187	-83.3302762257653	-52.2227742943845	97.8136416475054	-48.5256091548351	67.888312136794	-30.3759352032008	-25.1407512651682	-38.624133346737	112.208495521709	-69.3959089672735	39.2104777248139	109.168122690121	-52.6273516759507	124.050365113622	-47.8114943004147	-52.6486667149268	-60.4641245841658	104.213078721912	-55.7943922942424	71.8786175725312	-4.53051437566346	-50.7878504871209	9.74061543254029	-58.6306236316827	0.448646510135099	70.0608560731892	-49.3363994485114	-104.196817851899	52.8363649159069	-112.160617344456	-29.8740098827907	17.7971162703977	52.8618449292221
HG00146	21.8809733356121	38.4306017277827	-41.7251497324611	-58.8230167714799	-10.0931980726419	28.7773897411166	-6.12098904082855	59.9582138080349	-56.2836119005678	-47.9456998167888	52.6728452041953	-33.6763348462285	-47.3859195094758	-28.2611262255107	-106.682585492041	99.8941865284792	-65.5147200605261	74.0089420435658	-89.527412938844	52.764166048891	-54.2796220812182	-21.4513009615145	-33.3812259433757	-78.2281741605427	-96.6983816626601	-3.87213378933811	-97.7346236548655	77.8505026553183	117.148789980507	25.5389719269234	-72.7575765579845	-44.5195594336869	-95.1256883988438	5.41718523833096	50.1339966563978	-101.84485944833	107.534113801413	-112.881187403264	50.587281615383	5.21793803036188	-71.6899528791609	-0.424406823225901	-66.0985394946336	-55.1256480732661	11.7947120093534	37.078799068694	55.5963108327672	47.0508309036259	-18.1490954589102	-12.0671209654169	-36.2423955976251	60.8837505742531	-34.3984993912712	37.6115271248968	-28.4552673429154	-116.919250796319	70.2609232535863	-15.9584776865965	53.7327222092551	-25.5359334577037	14.5110747408825	77.1849697032746	65.3672882634909	33.2699667909901	67.4572719401556	27.9783532873475	-1.9974174445192	-33.7761006212891	-43.6903492093825	65.5377849675488	-52.8874165711528	124.35602840903	-40.0909981252226	-22.0247836139055	-1.42026232169017	55.1672047740161	-92.0323284445553	18.991499290319	55.7510000227344	-120.140996573613	13.2686764840001	-63.1630220249789	-25.7057729662215	-36.234501211112	18.5192595386554	-71.4784268891268	78.0482270958982	2.21961115589118	-48.6590308350213	5.71686688072084	-19.4510478212144	-123.292628776106	111.578010588862	-72.6777061647319	-115.837990322826	68.5747885791049	-90.562583311933	-50.210791240267	13.0930079322744	11.7883861400657
HG00148	79.4851522551073	36.164600860122	-20.6895100210657	-92.4972978205911	-1.29214490813506	-69.8910780980521	-23.6353920052263	88.5717766411239	-55.9591277493225	-21.7273593405639	67.8857256089611	-83.6047331564129	-91.0720999245262	-73.3116988620032	-104.823694138406	48.24986352066	-45.3175775200489	30.5598564859915	-51.5131593140346	131.134062948247	-0.676864388686015	5.98558785921023	-55.2920443671559	-26.6911643327926	-69.5613990493678	28.3466309200751	-79.6750611182081	21.4208054186906	89.0610699543496	60.0307899388204	-41.3178697102276	-50.6718038206205	-73.2351651530866	60.8246193081995	57.80665113739	-80.1295287256547	129.113763338379	-122.628024248994	71.9690790522602	-21.1060877690236	-82.6663186324608	39.4520750616005	-91.6626016888984	10.7461465327014	91.3083922852958	-35.3574527746152	13.1550116816442	45.5201693080324	83.1403206048208	-31.1652447930342	26.3912156006717	18.7450288822348	38.2210548861099	69.154303253011	-65.1352753353	-52.8996705632664	90.7411673757526	-90.950206597147	125.110889745734	-50.483183532982	8.7088068579969	52.4411980967477	64.4432603166557	78.5906300220633	0.879105533561631	-7.45955833653807	3.27024351079726	-57.1852041110966	-61.6011563630049	29.7079469310521	-68.4109259241054	76.2792090682021	-31.1511002055336	-45.3194340923088	-71.4854472221755	71.05567082061	-87.3748142286766	-57.3840790296941	100.362125969912	-71.9601284146418	121.856547030699	-76.2469949026279	-60.1413974482102	-80.3465179411179	43.1705756799933	-52.7255141115165	91.2952131725613	1.81358454889948	-71.733836837599	-6.53092722190914	-43.8451830588043	-70.7133979866402	33.6109894025442	-38.608950209433	-128.549919302539	67.020861702369	-27.0765002273702	-47.991906502225	28.2414150708795	44.0716983217815
HG00149	62.2257065121125	29.3530500672974	-59.3268691995153	-89.6185805568932	-27.9745448253548	-24.59765782219	-10.3812985577622	49.0772279077702	-102.204417734697	-67.645047514474	71.6959896460481	-40.5866889069815	-97.9450851165175	-104.944396088354	-60.4631630931212	117.917232260621	-32.3597428451209	63.4096083232414	-70.1664528745104	-14.2421443758544	0.821362480347599	-10.0856682787615	-31.7755277856285	-41.7970749058627	3.96463405255727	-37.6666444741104	-88.9843379686062	18.1806999989841	13.9151234869285	9.44366909103874	-73.2277520936251	-54.7255188933538	-56.2617413040464	32.7964743963069	44.3910499730388	-78.6635667289751	86.0919865695628	-63.6433069901707	43.3380010697454	10.170953752549	-111.643028807785	83.8805236343885	-74.8606637562693	-57.9464446033984	81.7626191523092	-65.8064491104043	-37.6340290364707	75.5219325013627	65.414097357213	-18.5657382680703	28.0111879496511	56.4863101577843	77.4182935428507	58.9624521630424	-89.3245580840521	-57.308188403603	87.1795991498811	-112.703242273419	49.6601615873536	-46.1363838576212	-17.7199048539346	104.138148752015	43.7952440710892	96.4993913267493	67.0918225730656	42.5207617343588	-46.6414034082138	-69.8492235095652	-72.7041448416245	57.9429681752283	-42.1721529194601	103.766872757294	-28.4015540452813	48.5148760914584	-71.4861529736448	174.130171195499	-9.42470222527374	14.584558734144	93.5415916121445	-85.6053116882741	175.868565704987	-33.8617462867859	-3.07507897180275	-54.4852547712441	29.8770378856174	-52.5711338976172	57.2346600267018	9.62005863763237	-65.3229990750087	-16.4018270354732	-21.3091136302456	-48.5589714729451	5.70493152389504	-40.93129075668	-72.8882494947884	39.8725058963242	-83.5494968797109	-2.67869993015242	26.7774455209966	26.1247649618189
HG00150	145.031321559124	42.5322598189937	-62.6395071125666	61.2064893819438	-17.3304862404793	-23.7467528381718	-34.6814090403298	81.0888276060737	-89.0674157746947	-38.0329876518234	59.9680943082144	-55.0153221767337	-69.930710572453	-97.8229276784195	-100.040208251082	76.8825316137054	-95.6461827709492	39.9856132896986	-81.0780452382824	105.543155634886	67.5537861661074	20.1051853023314	-66.2506039425612	-53.1437652817933	-10.0273729213123	92.4350839918865	-61.9861772298859	46.7188881758835	122.789715910081	87.1057207844107	-64.7809872408491	48.5666626085255	-88.1480915370279	-1.91980391118903	22.8134297121454	-130.663786843221	128.298290077437	-80.0282245652572	32.9534124799995	-7.63894667015207	-48.6547666285977	27.2002290906816	-83.4472341063282	-20.3151320906193	81.2191641788569	32.4265541080393	3.41008990741417	-73.9152113187889	26.774761871427	-43.5511472408486	-7.20893355751863	38.1724797927586	35.2139820146449	76.6154841386906	-81.461913286892	-93.5605205111442	93.236032335342	-87.0324142896991	80.6254710720643	-55.6862108764938	46.5734347703399	53.9019356347055	64.1867512433835	90.3677757952076	-1.61828752025547	63.3851127204153	-17.4658194491249	-65.8763519649931	-56.1812775213336	94.7840608229032	-47.5961993255874	60.6214744629341	-28.3705226367232	-13.470548481799	-80.8230386571975	110.50434509096	-54.8059009100615	70.7768137031761	16.6574761267867	-55.4712028087875	24.2397272980834	-46.1358790518252	-12.9221700411367	-65.1095059394367	7.73895729723092	-40.8473493745574	62.6769009652872	3.33881513988999	-51.2834407976018	6.7658015146457	55.7524858989293	-33.7801397158373	13.43666743702	-68.2386066889704	-141.627870396821	64.9419787024348	-66.9615377855399	-19.3451475597593	-48.1474620297722	28.8311631391832
HG00151	146.549004963232	32.8399876661254	-4.62982274619691	40.7501304730567	-58.1177952833859	7.75414939469778	59.1871491976497	54.0864882770229	-59.9029508159088	-24.2798228576908	73.6084939769597	-90.2803285263812	-113.908475410251	-28.1974457032549	-71.5747902677169	82.1368024678148	-49.5868415325874	50.4945295464612	-54.6837349094402	112.273616570605	-11.2663374685246	-9.16075101259795	-49.0872425319633	-70.6443066078424	-47.0908762819653	-18.585018561832	-70.9642657074483	94.6177135873997	51.3145990695774	44.3105301243653	-9.88489931946131	18.1821499585191	-90.1701286070185	-28.0918184312409	-13.3534340861627	-95.8913373626033	56.1818467942715	-102.408049055002	8.33157152808617	-13.3852994102962	-55.7393802453824	95.2202295036496	-65.6553842209345	-15.9961735705207	64.4351230543818	11.0959061317488	49.6648711180414	-7.07753337958345	25.0171093938504	-36.2986878329123	-24.1533215701735	69.5010312721413	35.3868299340715	42.6913521233006	35.3879108323038	-27.9687578777896	115.334698112533	-50.8105907678729	59.5194990447467	-54.2660335339725	-0.646984692909964	82.4955803612272	9.80087131167696	101.970250730858	71.9416984520373	4.11580749384546	-40.9901952374264	-80.9618987224664	-66.9090674355255	102.647383281294	-48.9573582127303	-25.7102390348567	-39.2684113856904	7.15135771361263	2.47781835456751	58.8674406387448	-53.0294892963158	30.2878160793508	62.4307068287216	-27.711710343577	120.346429775022	-45.8258420600068	-57.2515946374228	-75.3584907222665	14.028460989468	-52.6108657013312	66.3354730738951	-20.9419631334567	-73.2389711587719	-1.38159510549242	-93.9964056497732	-11.4562755198197	-49.1295851837325	-52.635625610875	-81.8624255352331	37.8333533509316	-35.1587025683405	-51.6440549869658	82.009779084712	0.830093294070819
HG00154	9.67682788434294	24.1156551436419	-59.5644166933161	-74.0167210793139	-65.0427577679357	-27.9560347806828	58.1373779561159	66.4361612011672	-93.4401953544603	-42.4521073435792	55.0814570014748	-21.918209548337	-62.1857775690856	-86.8782908934398	-107.592442435134	63.2277587412081	-63.7491132635479	46.4111115911602	-107.117284173143	21.7587159537337	90.1922879001567	-1.73187033794842	-60.3980800457039	-35.0802950033167	-51.7948003058817	-61.4810892348901	-76.6752817953214	51.1263685585623	21.1280022583089	21.8549166415248	-17.2532723329437	-104.272220961953	-98.8800501848627	-28.2350797223343	63.0726994354524	-93.1874511766404	72.6071571735217	-76.4073305395005	41.2100203723883	17.0067055661112	-90.5760924055528	69.8541091377038	-77.4311874053388	-26.8517868871535	60.7979106677698	67.2684108954528	43.9043671123889	-6.68471914069345	19.3468790846714	-21.0402372615821	27.0656690413126	41.9330866867434	31.0642911400606	21.4664008791466	-85.6338046085929	-53.7090359365854	87.4807333435783	2.28513034424003	73.9995361477136	-71.7462769200496	44.5695249618362	110.854166164221	98.3898890614567	54.5745740035954	31.1630363600549	8.99988389250464	23.9479947520201	-96.4672821186817	-61.6074900455257	163.797081668888	-53.3864355063577	80.3647504784699	-26.7530885117676	-11.6839410679289	-17.7613514325804	-20.5791729609523	-57.9068203842221	-7.20723834397125	-49.9743762452875	-72.5284709969585	47.2588116553351	-69.1391065429571	-26.861501084678	-22.51071528031	33.6051075848361	-50.1388770260563	103.578175434307	5.91259240667383	-55.2143483091489	4.64109930290502	-65.5712518975138	-39.7963482103326	16.4555674240831	-34.3769650988029	2.31324322512346	80.595373826719	-46.6600900166854	-96.7519275214188	18.3570117419387	20.5348823124652
